cve_ent_mun,poblacion,nombre
20312,12760,San Pedro Jicayan
20313,803,San Pedro Jocotipac
20314,1668,San Pedro Juchatengo
20555,3093,Trinidad Zaachila
20315,1727,San Pedro Martir
20316,727,San Pedro Martir Quiechapa
20556,259,La Trinidad Vista Hermosa
20317,1299,San Pedro Martir Yucuxaco
20362,1510,Santa Catarina Cuixtla
20319,1110,San Pedro Mixtepec Distrito 26
20320,702,San Pedro Molinos
20321,750,San Pedro Nopala
20322,847,San Pedro Ocopetatillo
20323,2203,San Pedro Ocotepec
20325,11353,San Pedro Quiatoni
20342,3710,San Raymundo Jalpan
20326,5245,San Pedro Sochiapam
20327,15367,San Pedro Tapanatepec
20328,1251,San Pedro Taviche
20329,1279,San Pedro Teozacoalco
20330,4422,San Pedro Teutila
20335,960,San Pedro Yaneri
20367,4677,Santa Catarina Mechoacan
20336,1819,San Pedro Yolox
20368,2017,Santa Catarina Minas
20338,11426,Villa de Etla
20339,4295,San Pedro y San Pablo Teposcolula
20343,1988,San Sebastian Abasolo
20346,1500,San Sebastian Nicananduta
20344,2802,San Sebastian Coatlan
20345,4222,San Sebastian Ixcapa
20356,2148,Santa Ana del Valle
20357,837,Santa Ana Tavela
20347,3783,San Sebastian Rio Hondo
20348,8531,San Sebastian Tecomaxtlahuaca
26023,6755,Cumpas
20349,2036,San Sebastian Teitipac
20360,3913,Santa Ana Zegache
20350,19272,San Sebastian Tutla
20351,2866,San Simon Almolongas
20540,8024,Villa de Tamazulapam del Progreso
20352,4367,San Simon Zahuatlan
20353,2259,Santa Ana
20354,532,Santa Ana Ateixtlahuaca
20355,740,Santa Ana Cuauhtemoc
20358,2060,Santa Ana Tlapacoyan
20359,923,Santa Ana Yareni
20361,943,Santa Catalina Quieri
20363,2719,Santa Catarina Ixtepeji
20369,2006,Santa Catarina Quiane
20365,1140,Santa Catarina Lachatao
20370,681,Santa Catarina Tayata
20376,377,Santa Cruz de Bravo
20372,1741,Santa Catarina Yosonotu
20373,384,Santa Catarina Zapoquila
20374,1625,Santa Cruz Acatepec
20375,13683,Santa Cruz Amilpas
20379,3063,Santa Cruz Nundaco
20380,2233,Santa Cruz Papalutla
20381,2788,Santa Cruz Tacache de Mina
20382,1151,Santa Cruz Tacahua
20383,624,Santa Cruz Tayata
20403,3255,Santa Maria Coyotepec
20387,2944,Santa Gertrudis
20384,4969,Santa Cruz Xitla
20390,52119,Santa Lucia del Camino
20391,3548,Santa Lucia Miahuatlan
20408,514,Santa Maria del Rosario
20392,6679,Santa Lucia Monteverde
20393,3985,Santa Lucia Ocotlan
20395,1783,Santa Maria Apazco
20396,3384,Santa Maria la Asuncion
20418,13616,Santa Maria Jalapa del Marques
20398,4436,Ayoquezco de Aldama
20399,37206,Santa Maria Atzompa
20400,1683,Santa Maria Camotlan
20402,1104,Santa Maria Cortijo
20419,537,Santa Maria Jaltianguis
20404,769,Santa Maria Chachoapam
20405,2213,Villa de Chilapa de Diaz
20432,957,Santa Maria Temaxcalapa
20409,9409,Santa Maria del Tule
20411,855,Santa Maria Guelace
20436,1028,Santa Maria Texcatitlan
20437,9632,Santa Maria Tlahuitoltepec
20412,3277,Santa Maria Guienagati
20414,11850,Santa Maria Huazolotitlan
20415,5145,Santa Maria Ipalapa
20416,508,Santa Maria Ixcatlan
20420,2010,Santa Maria Lachixio
20421,4837,Santa Maria Mixtequilla
20422,623,Santa Maria Nativitas
20423,509,Santa Maria Nduayaco
20425,2202,Santa Maria Papalo
20518,142,Santo Domingo Tlatayapam
20428,1997,Santa Maria Quiegolani
20429,1519,Santa Maria Sola
20430,386,Santa Maria Tataltepec
21058,20984,Chilchotla
20431,1744,Santa Maria Tecomavaca
22002,28189,Pinal de Amoles
20433,2687,Santa Maria Temaxcaltepec
20438,1760,Santa Maria Tlalixtac
24034,15504,San Vicente Tancuayalab
20434,4419,Santa Maria Teopoxco
24041,20596,Tanlajas
20439,26383,Santa Maria Tonameca
21200,3624,Xochiapulco
20442,288,Santa Maria Yalina
20444,426,Santa Maria Yolotepec
25016,22273,San Ignacio
20443,510,Santa Maria Yavesia
20445,1699,Santa Maria Yosoyua
20446,6475,Santa Maria Yucuhiti
20448,2286,Santa Maria Zaniza
20449,3128,Santa Maria Zoquitlan
20451,928,Santiago Apoala
20453,4113,Santiago Astata
20463,545,Santiago Huauclilla
20454,3128,Santiago Atitlan
20464,373,Santiago Ihuitlan Plumas
20455,2803,Santiago Ayuquililla
20458,990,Santiago Comaltepec
20461,560,Santiago del Rio
20465,1675,Santiago Ixcuintepec
20468,14474,Santiago Jocotepec
20469,37344,Santiago Juxtlahuaca
20471,517,Santiago Lalopa
20472,3524,Santiago Laollaga
20486,2557,Villa Tejupam de la Union
20473,1357,Santiago Laxopa
20474,3398,Santiago Llano Grande
20475,10252,Santiago Matatlan
20476,425,Santiago Miltepec
20493,562,Santiago Tillo
20478,1820,Santiago Nacaltepec
20480,945,Santiago Nundiche
20482,55235,Santiago Pinotepa Nacional
20483,10950,Santiago Suchilquitongo
20497,4470,Santiago Yaitepec
20485,3182,Santiago Tapextla
20487,2116,Santiago Tenango
20488,127,Santiago Tepetlapa
20502,5472,Santiago Zacatepec
20489,5087,Santiago Tetepec
20490,3214,Santiago Texcalcingo
20503,402,Santiago Zoochila
20491,4566,Santiago Textitlan
20494,4904,Santiago Tlazoyaltepec
20496,2153,Santiago Xiacui
20499,2211,Santiago Yolomecatl
20504,1687,Nuevo Zoquiapam
20501,946,Santiago Yucuyachi
20505,8300,Santo Domingo Ingenio
20506,796,Santo Domingo Albarradas
20507,3525,Santo Domingo Armenta
20508,1574,Santo Domingo Chihuitan
20509,11529,Santo Domingo de Morelos
20510,685,Santo Domingo Ixcatlan
20511,3343,Santo Domingo Nuxaa
20512,850,Santo Domingo Ozolotepec
20519,3079,Santo Domingo Tomaltepec
20541,1702,Tanetze de Zaragoza
20520,7210,Santo Domingo Tonala
20521,251,Santo Domingo Tonaltepec
20522,1203,Santo Domingo Xagacia
20523,1618,Santo Domingo Yanhuitlan
20527,2741,Santos Reyes Papalo
20528,1023,Santos Reyes Tepejillo
20529,1352,Santos Reyes Yucuna
20535,2938,San Vicente Lachixio
20530,3724,Santo Tomas Jalieza
20531,2745,Santo Tomas Mazaltepec
20536,447,San Vicente NuÃ±u
20532,3927,Santo Tomas Ocotepec
20537,6872,Silacayoapam
20538,715,Sitio de Xitlapehua
20533,2329,Santo Tomas Tamazulapan
20539,5930,Soledad Etla
20534,4062,San Vicente Coatlan
20542,833,Taniche
20544,981,Teococuilco de Marcos Perez
20546,6082,Teotitlan del Valle
20545,10338,Teotitlan de Flores Magon
20550,5745,San Jeronimo Tlacochahuaya
20558,1464,Valerio Trujano
20551,24027,Tlacolula de Matamoros
20552,466,Tlacotepec Plumas
20553,10912,Tlalixtac de Cabrera
20561,2935,Yaxe
20562,1601,Magdalena Yodocono de Porfirio Diaz
20554,5577,Totontepec Villa de Morelos
20568,1494,Zapotitlan Palmas
20557,16061,Union Hidalgo
20559,23370,San Juan Bautista Valle Nacional
20560,6980,Villa Diaz Ordaz
20563,1290,Yogana
20569,1672,Santa Ines de Zaragoza
20570,20892,Zimatlan de Alvarez
21001,69076,Acajete
21002,9700,Acateno
21003,37718,Acatlan
21004,62477,Acatzingo
21005,3132,Acteopan
21006,16753,Ahuacatlan
21007,3428,Ahuatlan
21008,12082,Ahuazotepec
21009,1893,Ahuehuetitla
21010,70090,Ajalpan
21011,1907,Albino Zertuche
21012,6920,Aljojuca
21013,22578,Altepexi
21014,5245,Amixtlan
21015,125961,Amozoc
21016,9196,Aquixtla
20564,1200,Yutanduchi de Guerrero
20565,46846,Villa de Zaachila
20566,3159,San Mateo Yucutindoo
21059,2408,Chinantla
21060,7936,Domingo Arenas
21061,13471,Eloxochitlan
21062,5100,Epatlan
21063,15794,Esperanza
21064,17984,Francisco Z. Mena
21065,21893,General Felipe Angeles
21066,6121,Guadalupe
21067,18052,Guadalupe Victoria
21068,8157,Hermenegildo Galeana
21069,26310,Huaquechula
21070,6848,Huatlatlauca
20567,3268,Zapotitlan Lagunas
21073,8989,Huehuetlan el Chico
21074,78403,Huejotzingo
21075,13559,Hueyapan
21076,27794,Hueytamalco
21077,5785,Hueytlalpan
21078,15926,Huitzilan de Serdan
21079,5807,Huitziltepec
21020,7418,Atoyatempan
21021,1390,Atzala
26038,5400,Moctezuma
21028,2789,Camocuautla
21029,3932,Caxhuacan
21030,795,Coatepec
21034,43151,Coronango
26039,6756,Naco
21038,10686,Cuapiaxtla de Madero
21039,9886,Cuautempan
21040,10918,Cuautinchan
21041,126781,Cuautlancingo
21042,3296,Cuayuca de Andrade
21043,51238,Cuetzalan del Progreso
21044,16688,Cuyoaco
21045,50167,Chalchicomula de Sesma
21046,8254,Chapulco
21047,21127,Chiautla
21048,21492,Chiautzingo
21049,17625,Chiconcuautla
21050,27408,Chichiquila
21051,36514,Chietla
21052,1259,Chigmecatitlan
21053,66338,Chignahuapan
21054,36244,Chignautla
21055,4862,Chila
21056,1498,Chila de la Sal
21057,8363,Honey
21080,2817,Atlequizayan
21084,7501,Ixtepec
21085,82453,Izucar de Matamoros
21086,12830,Jalpan
21087,13814,Jolalpan
21088,4833,Jonotla
21089,13788,Jopala
21090,22555,Juan C. Bonilla
26041,14231,Nacozari de Garcia
21091,11422,Juan Galindo
26042,177079,Navojoa
21095,594,La Magdalena Tlatlauquitepec
30092,40406,Xico
21097,2501,Mixtla
21099,20442,CaÃ±ada Morelos
21100,10494,Naupan
21101,3644,Nauzontla
21102,13190,Nealtican
21103,6672,Nicolas Bravo
21104,33027,Nopalucan
21105,5066,Ocotepec
21106,29976,Ocoyucan
21107,12372,Olintla
21108,19352,Oriental
21109,23302,Pahuatlan
21110,48935,Palmar de Bravo
21111,19514,Pantepec
21112,10239,Petlalcingo
21113,4631,Piaxtla
21114,1698509,Puebla
21115,54012,Quecholac
21116,23329,Quimixtlan
26031,1411,Huachinera
30176,5182,Tlacojalpan
21117,14754,Rafael Lara Grajales
21125,9608,San Gregorio Atzompa
21131,939,San Juan Atzompa
21132,162438,San Martin Texmelucan
26048,72279,Puerto PeÃ±asco
26049,3120,Quiriego
29047,3282,Lazaro Cardenas
29048,19967,La Magdalena Tlaltelulco
21118,29171,Los Reyes de Juarez
21124,16701,San Gabriel Chilac
21201,3496,Xochiltepec
21202,13403,Xochitlan de Vicente Suarez
21203,6819,Xochitlan Todos Santos
21204,8478,Yaonahuac
21205,26450,Yehualtepec
21206,4666,Zacapala
21207,58800,Zacapoaxtla
21208,87692,Zacatlan
21209,8979,Zapotitlan
21210,5936,Zapotitlan de Mendez
21211,17284,Zaragoza
21212,20226,Zautla
21213,14075,Zihuateutla
21133,674,San Martin Totoltepec
21134,21644,San Matias Tlalancaleca
21135,537,San Miguel Ixitlan
21136,13310,San Miguel Xoxtla
21137,10491,San Nicolas Buenos Aires
21138,12430,San Nicolas de los Ranchos
21139,3778,San Pablo Anicano
21140,139635,San Pedro Cholula
21141,3520,San Pedro Yeloixtlahuaca
21142,32230,San Salvador el Seco
21143,33443,San Salvador el Verde
22001,68441,Amealco de Bonfil
21144,15860,San Salvador Huixcolotla
22004,76829,Cadereyta de Montes
22005,69112,Colon
22006,208076,Corregidora
22007,45877,Ezequiel Montes
22008,42305,Huimilpan
22009,29625,Jalpan de Serra
22010,20313,Landa de Matamoros
22011,178672,El Marques
22012,76411,Pedro Escobedo
22013,21988,PeÃ±amiller
22014,976939,Queretaro
22015,10323,San Joaquin
22016,301541,San Juan del Rio
22017,78742,Tequisquiapan
22018,31465,Toliman
23001,101106,Cozumel
23002,93104,Felipe Carrillo Puerto
23003,23070,Isla Mujeres
23004,265298,Othon P. Blanco
23005,844698,Benito Juarez
21151,9100,Santo Tomas Hueyotlipan
21152,13062,Soltepec
21153,23518,Tecali de Herrera
21154,81930,Tecamachalco
21155,6052,Tecomatlan
21156,339077,Tehuacan
21157,11865,Tehuitzingo
21158,7527,Tenampulco
21159,3938,Teopantlan
21160,3336,Teotlalco
21161,21821,Tepanco de Lopez
21162,4349,Tepango de Rodriguez
21163,18470,Tepatlaxco de Hidalgo
21164,85594,Tepeaca
21165,1158,Tepemaxalco
21166,9003,Tepeojuma
21167,12058,Tepetzintla
21168,7196,Tepexco
21169,22408,Tepexi de Rodriguez
21170,18007,Tepeyahualco
24023,16295,Rayon
24024,98982,Rioverde
24025,33222,Salinas
24026,9765,San Antonio
24027,10793,San Ciro de Acosta
24028,870578,San Luis Potosi
24029,22089,San Martin Chalchicuautla
24030,5396,San Nicolas Tolentino
24031,12287,Santa Catarina
24032,41789,Santa Maria del Rio
24033,12592,Santo Domingo
21171,3794,Tepeyahualco de Cuauhtemoc
21172,29767,Tetela de Ocampo
21173,6283,Teteles de Avila Castillo
21174,104906,Teziutlan
21175,13396,Tianguismanalco
21176,9094,Tilapa
21177,55208,Tlacotepec de Benito Juarez
21178,17687,Tlacuilotepec
21179,30963,Tlachichuca
21180,42437,Tlahuapan
21181,7485,Tlaltenango
24035,328949,Soledad de Graciano Sanchez
24036,31591,Tamasopo
24037,100187,Tamazunchale
24038,16172,Tampacan
24039,16069,Tampamolon Corona
24040,40732,Tamuin
21182,5299,Tlanepantla
21183,21336,Tlaola
21184,6860,Tlapacoya
21185,8960,Tlapanala
21186,57203,Tlatlauquitepec
21187,5665,Tlaxco
21188,18990,Tochimilco
21189,22451,Tochtepec
21190,1283,Totoltepec de Guerrero
21191,9993,Tulcingo
21192,6767,Tuzamapan de Galeana
21193,7427,Tzicatlacoyan
21194,31183,Venustiano Carranza
21195,25910,Vicente Guerrero
21196,1665,Xayacatlan de Bravo
21197,86069,Xicotepec
21198,1276,Xicotlan
21199,42668,Xiutetelco
21214,18089,Zinacatepec
21215,5240,Zongozotla
21216,2583,Zoquiapan
21217,19699,Zoquitlan
23006,42799,Jose Maria Morelos
23010,45083,Bacalar
24001,19020,Ahualulco
24002,8682,Alaquines
24003,50884,Aquismon
24004,4313,Armadillo de los Infante
24042,15866,Tanquian de Escobedo
24043,9596,Tierra Nueva
24005,19719,Cardenas
24006,10209,Catorce
24048,5600,Villa de la Paz
24007,20098,Cedral
25017,94901,Sinaloa
25018,160045,Navolato
26001,3025,Aconchi
26002,88530,Agua Prieta
26003,27922,Alamos
26004,10309,Altar
24014,16224,Coxcatlan
24018,16719,Huehuetlan
24020,104218,Matehuala
24021,59381,Mexquitic de Carmona
24022,20338,Moctezuma
24044,8032,Vanegas
24045,15226,Venado
24049,39037,Villa de Ramos
24050,51531,Villa de Reyes
24054,54251,Xilitla
24055,27163,Zaragoza
24056,16056,Villa de Arista
26005,1284,Arivechi
24058,23108,El Naranjo
25001,480654,Ahome
25002,50579,Angostura
25003,32022,Badiraguato
25004,29379,Concordia
25005,17211,Cosala
25006,962871,Culiacan
25007,34547,Choix
25008,59057,Elota
25009,62697,Escuinapa
25010,108251,El Fuerte
25011,316217,Guasave
25012,533733,Mazatlan
25013,48313,Mocorito
25014,56992,Rosario
25015,86932,Salvador Alvarado
26007,638,Atil
26010,1537,Bacerac
26009,862,Bacanora
26019,38103,Cananea
26027,9356,Fronteras
26020,5305,Carbo
26021,2122,La Colorada
26028,1170,Granados
26030,946054,Hermosillo
26032,990,Huasabas
26034,1091,Huepac
26035,13843,Imuris
26037,1324,Mazatan
26043,253486,Nogales
26044,493,Onavas
26046,432,Oquitoa
26047,10159,Pitiquito
26050,1653,Rayon
26053,449,San Felipe de Jesus
26054,679,San Javier
26061,1474,Soyopa
26056,10070,San Miguel de Horcasitas
26063,1515,Tepache
26057,1648,San Pedro de la Cueva
26059,2031,Santa Cruz
26060,1736,Saric
28028,3738,Nuevo Morelos
26065,1329,Tubutama
28036,1100,San Nicolas
26066,9577,Ures
26067,1693,Villa Hidalgo
26068,1263,Villa Pesqueira
26070,18481,General Plutarco Elias Calles
27002,276096,Cardenas
27003,117902,Centla
27004,739611,Centro
27005,217559,Comalcalco
27006,148165,Cunduacan
27007,32992,Emiliano Zapata
27008,200660,Huimanguillo
27009,41267,Jalapa
27010,94252,Jalpa de Mendez
27011,32829,Jonuta
27012,177047,Macuspana
27013,149256,Nacajuca
27014,101901,Paraiso
27015,52105,Tacotalpa
27016,62448,Teapa
27017,63851,Tenosique
28001,12768,Abasolo
28002,30886,Aldama
28003,255602,Altamira
28004,10384,Antiguo Morelos
28006,8446,Bustamante
28009,223413,Ciudad Madero
28017,16350,Jaumave
29054,6031,San Lorenzo Axocomanitla
28018,8538,Jimenez
28019,17892,Llera
28020,2684,Mainero
28021,125639,El Mante
28022,546115,Matamoros
28023,4140,Mendez
28024,4434,Mier
28025,29033,Miguel Aleman
28026,3817,Miquihuana
28027,421295,Nuevo Laredo
30079,11998,Ixhuacan de los Reyes
30080,23980,Ixhuatlan del Cafe
30081,27351,Ixhuatlancillo
28029,14524,Ocampo
28030,14808,Padilla
28031,1840,Palmillas
28032,686670,Reynosa
28033,133206,Rio Bravo
28034,9433,San Carlos
28035,59215,San Fernando
30082,16524,Ixhuatlan del Sureste
30083,56503,Ixhuatlan de Madero
30084,6067,Ixmatlahuacan
30085,72556,Ixtaczoquitlan
30086,46453,Jalacingo
30087,513443,Xalapa
30088,5378,Jalcomulco
30089,43828,Jaltipan
30090,11971,Jamapa
30091,30389,Jesus Carranza
28040,67965,Valle Hermoso
28041,367051,Victoria
28042,6563,Villagran
28043,25174,Xicotencatl
29001,12018,Amaxac de Guerrero
29002,16266,Apetatitlan de Antonio Carvajal
29003,7030,Atlangatepec
29004,18578,Altzayanca
29005,85176,Apizaco
29006,51966,Calpulalpan
29007,18281,El Carmen Tequexquitla
29008,16363,Cuapiaxtla
29009,5720,Cuaxomulco
29010,77435,Chiautempan
29011,4905,MuÃ±oz de Domingo Arenas
29012,9409,EspaÃ±ita
29013,100247,Huamantla
29014,15578,Hueyotlipan
29019,22733,Tepetitla de Lardizabal
29027,13938,Tenancingo
29034,45726,Tlaxco
30115,39768,Nogales
29035,6306,Tocatlan
29036,24161,Totolac
29037,9486,Ziltlaltepec de Trinidad Sanchez Santos
29038,18563,Tzompantepec
29039,25784,Xaloztoc
29040,11627,Xaltocan
29041,32591,Papalotla de Xicohtencatl
30166,10147,Tepetlan
30167,15415,Tepetzintla
30168,15968,Tequila
30169,24096,Jose Azueta
30170,11527,Texcatepec
30171,5630,Texhuacan
30172,21798,Texistepec
30173,59388,Tezonapa
30174,110811,Tierra Blanca
30175,100967,Tihuatlan
29042,14770,Xicohtzinco
29045,6446,Benito Juarez
31020,4805,Chicxulub Pueblo
31021,8960,Chichimila
29057,4944,Santa Apolonia Teacalco
29049,6022,San Damian Texoloc
29051,4107,San Jeronimo Zacualpan
29053,8053,San Juan Huactzinco
29056,8337,Santa Ana Nopalucan
31024,3500,Chumayel
30041,2373,Coetzala
30057,14791,Chiconquiaco
30058,58611,Chicontepec
29058,9500,Santa Catarina Ayometla
29059,7664,Santa Cruz Quilehtla
30059,17075,Chinameca
30060,17492,Chinampa de Gorostiza
29060,5367,Santa Isabel Xiloxoxtla
30061,85144,Las Choapas
30062,22053,Chocaman
30063,15234,Chontla
30002,3344,Acatlan
30003,91195,Acayucan
30004,45818,Actopan
30005,5690,Acula
30006,23921,Acultzingo
30007,6820,Camaron de Tejeda
30008,10563,Alpatlahuac
30009,30740,Alto Lucero de Gutierrez Barrios
30010,68340,Altotonga
30011,56635,Alvarado
30018,1969,Aquila
30027,18423,Benito Juarez
30028,152810,Boca del Rio
30029,13500,Calcahualco
30030,44880,Camerino Z. Mendoza
30031,17803,Carrillo Puerto
30032,52134,Catemaco
30033,24958,Cazones de Herrera
30034,28541,Cerro Azul
30035,12474,Citlaltepetl
30036,10965,Coacoatzintla
30037,8852,Coahuitlan
30038,97949,Coatepec
30039,339108,Coatzacoalcos
30040,59863,Coatzintla
30165,8888,Tepatlaxco
30064,4095,Chumatlan
32036,45302,Ojocaliente
30074,7636,Huiloapan de Cuauhtemoc
30075,18267,Ignacio de la Llave
30076,14240,Ilamatlan
30077,45440,Isla
30078,14148,Ixcatepec
30096,1671,Landero y Coss
30098,3240,Magdalena
30107,3130,Las Minas
30108,164357,Minatitlan
30109,67752,Misantla
30110,12205,Mixtla de Altamirano
30111,18117,Moloacan
30112,22956,Naolinco
30113,4817,Naranjal
30114,11519,Nautla
30116,17291,Oluta
30118,134420,Orizaba
30119,5971,Otatitlan
30120,17084,Oteapan
30125,33345,Paso del Macho
30126,35445,Paso de Ovejas
30127,28959,La Perla
30128,76977,Perote
30129,19132,Platon Sanchez
30130,39712,Playa Vicente
30131,217773,Poza Rica de Hidalgo
30133,60978,Pueblo Viejo
30134,23890,Puente Nacional
30135,24439,Rafael Delgado
30136,8510,Rafael Lucio
30138,44568,Rio Blanco
30140,3097,San Andres Tenejapan
30141,173149,San Andres Tuxtla
30142,35607,San Juan Evangelista
30143,60542,Santiago Tuxtla
30144,34331,Sayula de Aleman
30145,17083,Soconusco
30146,3839,Sochiapa
30147,24269,Soledad Atzompa
30148,29150,Soledad de Doblado
30149,36043,Soteapan
30150,12233,Tamalin
30151,24459,Tamiahua
30152,13099,Tampico Alto
30153,6072,Tancoco
30154,13662,Tantima
30155,109017,Tantoyuca
30156,6179,Tatatila
30157,20752,Castillo de Teayo
30158,25352,Tecolutla
30159,27267,Tehuipango
30160,110365,Alamo Temapache
30161,37410,Tempoal
30162,7081,Tenampa
30163,5425,Tenochtitlan
30164,17551,Teocelo
30185,5584,Tlilapan
30190,2358,Tuxtilla
30192,21319,Vega de Alatorre
30193,626918,Veracruz
30194,12406,Villa Aldama
30196,18981,Yanga
30197,12549,Yecuatla
30198,7530,Zacualpan
30199,11884,Zaragoza
30206,31215,Nanchital de Lazaro Cardenas del Rio
31001,7035,Abala
31002,17390,Acanceh
31003,11877,Akil
31004,6406,Baca
31005,2349,Bokoba
31049,3901,Mayapan
31007,7768,Cacalchen
31009,4994,Cansahcab
31055,7249,Opichen
31056,33191,Oxkutzcab
31057,8254,Panaba
31010,2684,Cantamayec
31012,4194,Cenotillo
31013,11891,Conkal
31014,1724,Cuncunul
31015,5555,Cuzama
31016,3197,Chacsinkin
31018,3388,Chapab
31022,4448,Chikindzonot
31064,1829,Sanahcat
31023,5070,Chochola
31025,5690,Dzan
31026,3981,Dzemul
31027,8874,Dzidzantun
31031,2840,Dzoncauich
31033,21620,Halacho
31034,6607,Hocaba
31035,6358,Hoctun
31037,5578,Huhi
31038,34856,Hunucma
31039,4390,Ixil
31041,108918,Kanasin
31042,5813,Kantunil
31072,1963,Suma
31043,3307,Kaua
31044,7657,Kinchil
31045,2726,Kopoma
31046,3371,Mama
31048,24331,Maxcanu
31073,5375,Tahdziu
31051,3513,Mococha
31053,13571,Muna
31100,3963,Ucu
31054,3074,Muxupip
32017,199581,Guadalupe
32018,4263,Huanusco
32019,25422,Jalpa
32020,63035,Jerez
32021,4464,Jimenez del Teul
32022,22780,Juan Aldama
32023,13357,Juchipila
32024,56515,Loreto
32025,13948,Luis Moya
32026,18464,Mazapil
32027,3112,Melchor Ocampo
32028,2605,Mezquital del Oro
32029,24847,Miguel Auza
32030,2542,Momax
32031,9708,Monte Escobedo
32032,13120,Morelos
32033,4217,Moyahua de Estrada
32034,29353,Nochistlan de Mejia
32035,17636,Noria de Angeles
31060,1028,Quintana Roo
31062,5157,Sacalum
31063,5540,Samahil
32057,20285,Trancoso
31068,3377,Sinanche
31070,4204,Sucila
31074,3982,Tahmek
31075,7031,Teabo
31076,18791,Tecoh
31077,2845,Tekal de Venegas
31078,4049,Tekanto
31080,10974,Tekit
31082,4051,Telchac Pueblo
31083,1912,Telchac Puerto
31086,2372,Tepakan
31087,5419,Tetiz
31088,2091,Teya
31090,7877,Timucuy
31094,5200,Tixmehuac
31095,5922,Tixpehual
31097,3751,Tunkas
31103,3722,Xocchel
31105,3377,Yaxkukul
31106,2426,Yobain
32003,2621,Atolinga
32004,4307,Benito Juarez
32005,47377,Calera
32006,8712,CaÃ±itas de Felipe Pescador
32007,13933,Concepcion del Oro
32008,13230,Cuauhtemoc
32009,11842,Chalchihuites
32010,242826,Fresnillo
32011,3022,Trinidad Garcia de la Cadena
32012,8559,Genaro Codina
32013,6620,General Enrique Estrada
32014,22792,General Francisco R. Murguia
32015,1340,El Plateado de Joaquin Amaro
32016,24286,General Panfilo Natera
32041,2528,El Salvador
32052,20167,Villa Garcia
32053,13945,Villa Gonzalez Ortega
32054,20177,Villa Hidalgo
32055,31804,Villanueva
32056,155533,Zacatecas
32058,2855,Santa Maria de la Paz
